"acc","accuracy","audio_file","average_response_time","avg_rt","background","block_size","canvas_backend","clock_backend","color_backend","condition","correct","correct_experiment_intro","correct_experiment_intro2","correct_new_1_keyboard_response","correct_new_2_keyboard_response","correct_new_2_sketchpad","correct_new_3_keyboard_response","correct_new_3_sketchpad","correct_new_4_keyboard_response","correct_new_4_sketchpad","correct_new_5_keyboard_response","correct_new_5_sketchpad","correct_new_6_keyboard_response","correct_new_6_sketchpad","correct_new_7_keyboard_response","correct_new_7_sketchpad","correct_new_8_keyboard_response","correct_new_keyboard_response","correct_new_mouse_response","correct_welcome","count_definitions","count_experiment","count_experiment_intro","count_experiment_intro2","count_image_delay","count_image_nosub","count_image_sub","count_increment_roundCounter","count_instruction","count_instructions","count_log_instruction","count_new_1_inline_script","count_new_1_keyboard_response","count_new_1_pygaze_log","count_new_1_sketchpad","count_new_2_keyboard_response","count_new_2_pygaze_log","count_new_2_sketchpad","count_new_3_keyboard_response","count_new_3_sketchpad","count_new_4_keyboard_response","count_new_4_sketchpad","count_new_5_keyboard_response","count_new_5_sketchpad","count_new_6_keyboard_response","count_new_6_sketchpad","count_new_7_keyboard_response","count_new_7_sketchpad","count_new_8_keyboard_response","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_mouse_response","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_sentence_audio","count_trial_loop","count_trial_sequence","count_welcome","csv_filepath","csv_id","cursor_roi","cursor_x","cursor_y","datetime","delay_image_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","id","image_nosub","image_sub","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","psychopy_screen","repeat_cycle","response","response_experiment_intro","response_experiment_intro2","response_instruction","response_new_1_keyboard_response","response_new_1_sketchpad","response_new_2_keyboard_response","response_new_2_sketchpad","response_new_3_keyboard_response","response_new_3_sketchpad","response_new_4_keyboard_response","response_new_4_sketchpad","response_new_5_keyboard_response","response_new_5_sketchpad","response_new_6_keyboard_response","response_new_6_sketchpad","response_new_7_keyboard_response","response_new_7_sketchpad","response_new_8_keyboard_response","response_new_keyboard_response","response_new_mouse_response","response_time","response_time_experiment_intro","response_time_experiment_intro2","response_time_instruction","response_time_new_1_keyboard_response","response_time_new_1_sketchpad","response_time_new_2_keyboard_response","response_time_new_2_sketchpad","response_time_new_3_keyboard_response","response_time_new_3_sketchpad","response_time_new_4_keyboard_response","response_time_new_4_sketchpad","response_time_new_5_keyboard_response","response_time_new_5_sketchpad","response_time_new_6_keyboard_response","response_time_new_6_sketchpad","response_time_new_7_keyboard_response","response_time_new_7_sketchpad","response_time_new_8_keyboard_response","response_time_new_keyboard_response","response_time_new_mouse_response","response_time_welcome","response_welcome","round","round_decimals","sampler_backend","sentence","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_position","time_definitions","time_experiment","time_experiment_intro","time_experiment_intro2","time_image_delay","time_image_nosub","time_image_sub","time_increment_roundCounter","time_instruction","time_instructions","time_log_instruction","time_new_1_inline_script","time_new_1_keyboard_response","time_new_1_pygaze_log","time_new_1_sketchpad","time_new_2_keyboard_response","time_new_2_pygaze_log","time_new_2_sketchpad","time_new_3_keyboard_response","time_new_3_sketchpad","time_new_4_keyboard_response","time_new_4_sketchpad","time_new_5_keyboard_response","time_new_5_sketchpad","time_new_6_keyboard_response","time_new_6_sketchpad","time_new_7_keyboard_response","time_new_7_sketchpad","time_new_8_keyboard_response","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_mouse_response","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_sentence_audio","time_trial_loop","time_trial_sequence","time_welcome","timeout","title","total_correct","total_response_time","total_responses","width"
"100","100","1_r.wav","2634","2634","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","34","34","34","NA","0","NA","NA","34","34","0","NA","34","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","34","NA","0","34","34","34","34","34","0","34","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","1","2_pos3_nosub.png","2_pos3_sub.png","psycho","34","34","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1400.472099892795","17129.59360005334","6626.324199954979","NA","1400.472099892795","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","35","2","psycho","The woman will drink the wine","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","494563.11750004534","498586.9781000074","494315.82140002865","NA","93444.69110004138","NA","NA","492914.62020005565","501480.1727000158","NA","NA","498587.03819999937","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","501499.1844999604","NA","32708.51260004565","498563.3117000107","494547.63759998605","492904.3292000424","492914.5139999455","498606.9639000343","154867.88689997047","494547.0982999541","5065.9204999683425","3000","SceneViewing","34","89573.60090035945","34","1920"
"100","100","13_r.wav","2609","2609","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","35","35","35","NA","0","NA","NA","35","35","0","NA","35","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","35","NA","0","35","35","35","35","35","0","35","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","13","14_pos3_nosub.png","14_pos3_sub.png","psycho","35","35","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1756.7400999832898","17129.59360005334","6626.324199954979","NA","1756.7400999832898","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","36","2","psycho","The man will smoke the cigarettes","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","503479.7143000178","507505.1564000314","503275.71469999384","NA","93444.69110004138","NA","NA","501518.3334000176","510679.8522999743","NA","NA","507505.215400015","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","510698.9375000121","NA","32708.51260004565","507480.19050003495","503466.66170004755","501509.06620000023","501518.23519996833","507524.77090002503","154867.88689997047","503466.0540999612","5065.9204999683425","3000","SceneViewing","35","91330.34100034274","35","1920"
"100","100","11_r.wav","2582","2582","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","36","36","36","NA","0","NA","NA","36","36","0","NA","36","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","36","NA","0","36","36","36","36","36","0","36","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","11","12_pos1_nosub.png","12_pos1_sub.png","psycho","36","36","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1625.4792000399902","17129.59360005334","6626.324199954979","NA","1625.4792000399902","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","37","2","psycho","The baby will ring the bell","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","512566.992499982","516591.25599998515","512356.1489999993","NA","93444.69110004138","NA","NA","510729.67379994225","518849.79889995884","NA","NA","516591.3698000368","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","518869.81269996613","NA","32708.51260004565","516567.32100003865","512551.3056999771","510719.45800003596","510729.5777000254","516610.97459995653","154867.88689997047","512550.72369996924","5065.9204999683425","3000","SceneViewing","36","92955.82020038273","36","1920"
"100","100","34_n.wav","2574","2574","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","37","37","37","NA","0","NA","NA","37","37","0","NA","37","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","37","NA","0","37","37","37","37","37","0","37","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","34","35_pos4_nosub.png","35_pos4_sub.png","psycho","37","37","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2296.4482000097632","17129.59360005334","6626.324199954979","NA","2296.4482000097632","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","38","2","psycho","The boy will move the radio","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","521410.2616000455","525433.7759000482","521204.0069999639","NA","93444.69110004138","NA","NA","518906.67109994683","528409.7612999612","NA","NA","525433.8262999663","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","528429.6453000279","NA","32708.51260004565","525410.7682999456","521397.6802000543","518895.22609999403","518906.5411000047","525453.4042000305","154867.88689997047","521397.1252000192","5065.9204999683425","3000","SceneViewing","37","95252.2684003925","37","1920"
"100","100","46_n.wav","2556","2556","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","38","38","38","NA","0","NA","NA","38","38","0","NA","38","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","38","NA","0","38","38","38","38","38","0","38","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","46","47_pos4_nosub.png","47_pos4_sub.png","psycho","38","38","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1909.4504000386223","17129.59360005334","6626.324199954979","NA","1909.4504000386223","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","39","2","psycho","The musician will move the violin","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","530555.6350999977","534578.816800029","530356.8588000489","NA","93444.69110004138","NA","NA","528445.9793999558","538110.1238999981","NA","NA","534578.88549997","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","538129.7777999425","NA","32708.51260004565","534556.0967000201","530540.9469000297","528436.6424999898","528445.8700000541","534598.2236999553","154867.88689997047","530540.1717999484","5065.9204999683425","3000","SceneViewing","38","97161.71880043112","38","1920"
"100","100","47_n.wav","2538","2538","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","39","39","39","NA","0","NA","NA","39","39","0","NA","39","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","39","NA","0","39","39","39","39","39","0","39","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","47","48_pos1_nosub.png","48_pos1_sub.png","psycho","39","39","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1829.097600071691","17129.59360005334","6626.324199954979","NA","1829.097600071691","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","40","2","psycho","The girl will move the carpet","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","540182.6169999549","544206.0205000453","539980.09680002","NA","93444.69110004138","NA","NA","538149.9598999508","547160.0481000496","NA","NA","544206.0993999476","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","547179.3802999891","NA","32708.51260004565","544182.7372000553","540169.1957999719","538140.4533999739","538149.8617000179","544225.9231000207","154867.88689997047","540168.5962999472","5065.9204999683425","3000","SceneViewing","39","98990.81640050281","39","1920"
"100","100","7_r.wav","2521","2521","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","40","40","40","NA","0","NA","NA","40","40","0","NA","40","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","40","NA","0","40","40","40","40","40","0","40","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","7","8_pos1_nosub.png","8_pos1_sub.png","psycho","40","40","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1880.6616999208927","17129.59360005334","6626.324199954979","NA","1880.6616999208927","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","41","2","psycho","The doctor will inject the child","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","549306.8386999657","553329.3921999866","549076.0524000507","NA","93444.69110004138","NA","NA","547194.432200049","556569.9484000215","NA","NA","553329.4457000447","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","556589.9232999654","NA","32708.51260004565","553307.0649999427","549293.1449000025","547185.1153000025","547194.2840999691","553349.3560999632","154867.88689997047","549292.0386999613","5065.9204999683425","3000","SceneViewing","40","100871.4781004237","40","1920"
"100","100","15_r.wav","2522","2522","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","41","41","41","NA","0","NA","NA","41","41","0","NA","41","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","41","NA","0","41","41","41","41","41","0","41","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","15","16_pos1_nosub.png","16_pos1_sub.png","psycho","41","41","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2537.9694999428466","17129.59360005334","6626.324199954979","NA","2537.9694999428466","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","42","2","psycho","The businessman will wear the hat","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","559366.3956000237","563391.088000033","559163.8493000064","NA","93444.69110004138","NA","NA","556625.1136000501","566569.7218000423","NA","NA","563391.1553999642","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","566589.6754000569","NA","32708.51260004565","563366.8795999838","559351.8155999482","556615.3316999553","556625.0071000541","563410.1788999978","154867.88689997047","559351.1629999848","5065.9204999683425","3000","SceneViewing","41","103409.44760036655","41","1920"
"100","100","19_r.wav","2510","2510","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","42","42","42","NA","0","NA","NA","42","42","0","NA","42","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","42","NA","0","42","42","42","42","42","0","42","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","19","20_pos1_nosub.png","20_pos1_sub.png","psycho","42","42","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2013.7679999461398","17129.59360005334","6626.324199954979","NA","2013.7679999461398","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","43","2","psycho","The chef will slice the bread","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","568826.8163000466","572851.2196999509","568620.1124000363","NA","93444.69110004138","NA","NA","566605.3132000379","575699.7556999559","NA","NA","572851.3494000072","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","575718.6199000571","NA","32708.51260004565","572827.4170999648","568813.1745000137","566596.2113999994","566605.2080000518","572870.5934999743","154867.88689997047","568812.0767000364","5065.9204999683425","3000","SceneViewing","42","105423.21560031269","42","1920"
"100","100","14_r.wav","2498","2498","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","43","43","43","NA","0","NA","NA","43","43","0","NA","43","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","43","NA","0","43","43","43","43","43","0","43","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","14","15_pos4_nosub.png","15_pos4_sub.png","psycho","43","43","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2007.260899990797","17129.59360005334","6626.324199954979","NA","2007.260899990797","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","44","2","psycho","The boy will walk the dog","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","577955.5365999695","581978.5548000364","577755.7577999542","NA","93444.69110004138","NA","NA","575747.7710000239","584829.8752000555","NA","NA","581978.6084999796","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","584848.9638000028","NA","32708.51260004565","581956.2851999654","577941.3950999733","575738.0634000292","575747.6853999542","581997.767599998","154867.88689997047","577940.7316000434","5065.9204999683425","3000","SceneViewing","43","107430.47650030348","43","1920"
"100","100","9_r.wav","2493","2493","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","44","44","44","NA","0","NA","NA","44","44","0","NA","44","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","44","NA","0","44","44","44","44","44","0","44","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","9","10_pos3_nosub.png","10_pos3_sub.png","psycho","44","44","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2274.379300069995","17129.59360005334","6626.324199954979","NA","2274.379300069995","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","45","2","psycho","The woman will read the book","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","587334.2935000546","591357.1071999613","587140.0044000475","NA","93444.69110004138","NA","NA","584864.6298999665","594110.1487999549","NA","NA","591357.1574999951","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","594129.673199961","NA","32708.51260004565","591334.6393000102","587319.400300039","584855.1849999931","584864.5255999872","591377.0689000376","154867.88689997047","587318.7915999442","5065.9204999683425","3000","SceneViewing","44","109704.85580037348","44","1920"
"100","100","45_n.wav","2511","2511","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","45","45","45","NA","0","NA","NA","45","45","0","NA","45","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","45","NA","0","45","45","45","45","45","0","45","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","45","46_pos3_nosub.png","46_pos3_sub.png","psycho","45","45","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","3329.6994999982417","17129.59360005334","6626.324199954979","NA","3329.6994999982417","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","46","2","psycho","The chef will carry the carrot","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","597669.1838999977","601692.5451999996","597476.0268999962","NA","93444.69110004138","NA","NA","594145.3790999949","604649.7021999676","NA","NA","601692.6076000091","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","604669.2214000504","NA","32708.51260004565","601669.9650000082","597656.7298000446","594135.6002000393","594145.1980000129","601711.9204000337","154867.88689997047","597656.0707000317","5065.9204999683425","3000","SceneViewing","45","113034.55530037172","45","1920"
